,순위,책이름,저자,줄거리
377,378,고리오 영감,오노레 드 발자크,"19세기 프랑스 사회와 인간 군상의 전형을 엿보다!19세기 프랑스의 대표적인 소설가이자 사실주의 문학의 창시자인 발자크의 장편소설『고리오 영감』. 다양한 직업과 성격을 지닌 인물들과 그들을 둘러싼 환경을 세세하게 묘사하면서, 19세기 프랑스 사회와 인간 군상을 그리고 있다. 현실과 같은 또 다른 생생한 세계를 창조하고자 했던 발자크가 90여 편의 소설로 완성한 <인간 희극>에 포함되는 작품이다. 돈과 무모한 열정을 주제로 내세운 이 소설은 등장하는 모든 돈의 액수를 정확한 숫자로 적나라하게 묘사하고 있다. 인물들이 겪는 사건은 대부분 금전 문제와 연관된다. 또한 이 작품은 발자크가 '인물의 재등장'이라는 기법을 실현한 첫 소설이다. 주인공 라스티냐크는 이 작품 전에 발표된 소설 <상어 가죽&.."
378,379,포우 단편선,애드거 앨런 포우,"애드거 앨런 포우의 작품들은 모아 엮은 단편선. 그의 작품들은 공포, 우울, 불쾌, 괴기의 미학과 함께 퍼즐을 푸는 것 같은 흥미를 선사한다. 인간의 마음속에 내재되어 있는 악에 대한 탐구가 돋보인다. 청소년들의 눈높이에 맞춰 세계명작을 소개하는「YOUNG ADULT 세계명작」시리즈의 하나로, 휴대하기 편리한 사이즈로 만들었다.☞ 2006년 3월 10일에 출판되었던 책의 개정판입니다."
379,380,테레즈 라캥,에밀 졸라,"프랑스의 대표적 자연주의 소설가 에밀 졸라의 장편소설. 1880년의 파리- 어둡고 눅눅한 상점 한구석에 앉아 있는 창백한 얼굴. 무표정한 얼굴 위에서 번들거리는 두 개의 눈동자. 억눌려온 육체의 욕망은 광포한 폭풍으로 휘몰아쳐 태양이 빛나는 아름다운 센 강에서 나약한 장애물을 살해한다. 그러나 완벽한 살인이 남긴 것은 공포와 불면의 밤. 유령은 두 살인자 사이에 누워 있다. 그리고 욕정이 사라진 자리에 무섭게 끓어오르는 증오... 신경과 피에 극단적으로 지배받는 인물인 테레즈와 로랑을 통해 동물성 속에서 작용하는 어렴풋한 열정, 본능의 충동 등을 날카롭게 파헤친 작품이다."
380,381,더블린 사람들,제임스 조이스,모더니즘의 대표적 작가 제임스 조이스의 단편집. 시인 김정환과 영문학자 성은애의 새로운 번역은 조이스가 당대 더블린 사람들의 다양하고 구체적인 삶의 모습을 사실적으로 그려낸 원작의 맛을 그대로 살림으로써 조이스 문학의 진수를 맛보게 한다.
381,382,시베리아 호랑이의 마지막 혈투,베르너 J. 에글리,"인간의 이기적인 욕망으로 파괴된 시베리아의 자연과 사람들의 삶을 조명한 청소년 소설이다. 호랑이와 운명적인 대결을 하게 된 한 소년의 눈을 통해 무분별한 벌목과 사냥으로 인해 멸종위기에 처한 시베리아호랑이와 그곳에서 살아가는 시베리아 오지 사람들의 척박한 현실을 보여주는 작품이다. 주인공 소년과 호랑이의 운명적인 만남과 대결이 긴박하게 펼쳐지는 동시에, 그 과정에서 깨우침을 얻는 소년의 정신적인 성장, 점차 파괴되어 가는 시베리아 침엽수림에 대한 안타까움을 통해 인간과 자연의 공준을 향한 메시지가 자연스럽게 묻어나, 작품을 읽는 내내 많은 생각거리를 던져준다."
382,383,내 심장을 향해 쏴라 1,마이클 길모어,"<전미비평가협회상>과 을 수상한 작품. 본서의 주인공인 마이클 길모어는 살인범 개리 길모어의 친동생이며, 저명한 음악평론가이고, 롤링스톤지 전속 집필가로 활약했다. 길모어가의 여러 대에 걸쳐 자행됐던 가족내 폭력과 자신의 형과의 관계, 항소하지"
383,384,중국사의 대가 수호전을 역사로 읽다,미야자키 이치사다,"고전소설 <수호전>과 중국사 연구의 만남을 시도한 책. 중국 송나라 연구의 대가이자, 어린 시절부터 <수호전>의 애독자였던 저자는 문헌 자료를 정밀하게 분석하여 <수호전>이 역사적 사실을 얼마나 반영하고 있는지 알아보고자 했다. 30년 동안 송대사를 연구하며 거둔 연구 성과를 바탕으로 <수호전>에 나타난 허구와 사실의 차이를 살펴본다. 이 책은 <수호전>의 줄거리를 따라가는 게 아니라 송강, 방랍, 동관 등 주요 인물을 열전 형식으로 재서술하고 있다. 악행과 선행을 동시에 일삼는 <수호전> 속 호걸들의 인생 유전을 통해 이들이 처했던 불안한 사회적 위상을 보여준다. 또한 정교한 관료제와 문화적 원숙함으로 상징되는 중국의 르네상스기 송대의 모습,.."
384,385,절름발이 늑대에게 경의를,바스코 포파,"유고슬라비아 초현실주의 문학의 선구자로 꼽히는 세르비아 시인 바스코 포파의 시선집. 세르비아 전래시가의 토속적 리듬과 전래 수수께끼, 민담 등을 시에 녹임으로써 서유럽 초현실주의 시와 차별성을 보이는 독자적인 초현실주의 시의 진경을 보여주고 있다.총 11부로 구성된 이 시집은 작가가 추구한 경향에 따라 전기와 후기로 구분할 수 있다. 제1부 '작은 상자'에서 제7부 '하늘의 반지'에 이르는 연작시들은 전기에 속하는 작품들로 자아에 대한 근원적 질문에 주목한다. 제8부 '성(聖) 사바의 봄'에서 11부 '<생살>에서'에 담긴 시편들은 세르비아의 부족신인 늑대를 주요 소재로 삼아, 화려했던 과거사에 대한 향수를 드러내고 있다."
385,386,파멜라 1,새뮤얼 리처드슨,"18세기 유럽의 최고 인기 소설!'서구 근대 소설의 효시'로 인정받는 새뮤얼 리처드슨의 장편소설『파멜라』제1권. 18세기 유럽에서 높은 인기를 누린 소설이자 당대에 큰 영향을 미친 소설이었으며, 최초의 서간체 소설로도 알려져 있다. 영국의 성공한 인쇄업자였던 새뮤얼 리처드슨은 동료로부터 편지 쓰기에 익숙하지 않은 일반인들에게 모범적 편지 형식을 보여주는 서한집을 써달라는 권유를 받고 이 소설을 집필하였다. 영국 귀족 부인의 몸종인 15세 소녀 파멜라. 이 소설은 파멜라가 자신을 농락하려는 귀족 부인의 아들에 맞서 끝까지 부정한 관계를 거부하고 정조를 지키다 결국 그의 마음을 돌려 정식 결혼에 이르는 과정을 그리고 있다. 어떠한 악의 상황에서도 끝까지 굴복하지 않고 미덕을 지키면 보상을 받게 된다는 교훈을 전.."
386,387,19세기 서울의 사랑,"김경미, 조혜란","절화기담, 포의교집 이 두 작품은 18,19세기에 서울에서 살았던 이들의 사랑과 욕망을 엿볼 수 있게 한다. 한미한 양반 남성과 하층 여성과의 만남 그리고 헤어짐, 남의 눈을 피해 만나는 유부남 ·유부녀의 관계 맺기가 서울의 세태와 풍속을 배경으로 손에 잡힐 듯 그려진다. < 1hr>♧ 저자 소개지은이 김경미 이화여대 국문과에서 조선시대의 소설비평을 주제로 논문을 썼다. 오래도록 주변에 있다보니 조선의 타자들에 대해 관심을 갖게 되었다. 그 첫 번째 관심의 대상이 여성이었던 것 같다. 요즘은 비슷한 관심을 가진 좋은 동료들과 여성생활사 자료를 번역하고 있으며, 고전소설 속에 여성이 어떻게 놓여 있는지를 살펴보고 있다. 전기나 평전 읽기를 즐기며 언젠가는 좋아하는 인물들의 평전 읽기를 즐기며 언젠가.."
387,388,문학의 공간,모리스 블랑쇼,"프랑스의 작가가 아르토, 바티유, 르네 샤르, 휠덜린,릴케 등의 작품을 대상으로 문학의 본질에 대한 오랜 철학을 도정시킨 책. 본질적 고독, 문학의 공간으로서의 접근, 작품과 죽음의 공간 등 7개 장으로 나누어 문학에 있어서 불가능의 표현과 표현의 시도를 분석함"
388,389,흐르는 강물처럼,헨리 데이비드 소로,"소로우의 자연일기. 경치들 중에서 소로우에게 가장 매혹적이었던 <물의 풍경>을 다룬 글들을 채집한 것이다. 월든 호수를 찾아갔던 어린 시절의 추억에서부터 창틀에 부딪는 빗방울에 대한 임종 당시의 사색에 이르기까지. 소로우의 삶과 밀착되어 있던 물에 대한 시각적, 정신적 이미지는 하늘을 포함한 풍경뿐 아니라 세상사와 인간 본성의 깊이를 담아내고 있다."
389,390,문학치료의 이론적 기초,정운채,"문학치료의 이론적 기초를 다룬 책. 저자가 1996년에 발표한 논문부터 2005년에 발표한 논문까지, 문학치료의 이론과 관련된 16개의 논문을 발표한 순서에 따라 네 개의 단계로 묶었다. 문학치료의 이론이 어떠한 과정을 거쳐서 마련되었는지를 있는 그대로 보여주고자 했다.1장은 문학치료를 직접 거론하지는 않았지만 문학치료의 방향으로 논의를 전개하게 된 단서들을 제공한다. 2장은 정신분석학을 의식하면서 문학치료 이론을 탐색한 자취들을 담았다. 3장은 독자적인 문학치료 이론을 구축하려는 노력들을 보여준다. 4장은 서사, 작품서사, 자기서사, 기초서사, 서사의 다기성 등 문학치료 이론에서 핵심이 되는 개념들이 제출된 과정을 살펴본다."
390,391,셰익스피어 4대비극,윌리엄 셰익스피어,"37편에 달하는 셰익스피어의 희곡 가운데서도 4대 비극으로 꼽히는 리어왕, 맥베스, 오셀로, 햄릿를 한데 모았다. 이상주의자이자 사유하는 몽상가로서 고뇌하는 인간의 내면을 깊이 있게 그린 <햄릿>, 부모와 자식의 관계, 선과 악에 대한 인간의 본성을 재고하게 하는 <리어왕>, 인간 내면의 섬뜩한 악마성을 묘사한 <오셀로>, 인간의 권력욕으로 인한 비극 <맥베스> 등 문학적 완성도가 뛰어난 시대의 고전을 현대적인 감각의 디자인으로 펴냈다."
391,392,한국고전비평사,정대림,"문학비평에 대하여 논의할 때 대부분 서구의 문학비평을 떠올리고, 그것이 전부인 것처럼 여겨지기도 한다. 그러나 각 지역마다 그 지역 특유의 문화가 있어, 이를 계승하고 발전시키는 독특한 문화권을 형성하는 것이 사실이다.이처럼 문화는 때로는 다른 문화를 받아들이면서도 그 원천적인 기반은 보존한 채 꾸준히 변용되면서 계승된다. 인간의 감성과 이성을 표출한 문학을 논할 때 문화권의 특징과 그 계승 및 발전을 무시할 수 없는 것도 이 때문이다. 서구의 문학이 서양문화권 안에서 생성되어 서양인의 감성과 이성을 담기에 적합한 것이었다면, 동양의 문학은 동양문화권 안에서 태어나 동양인의 감성과 이성을 표출하기에 알맞는 것이었다. 그렇다면 우리의 문학이 우리의 감성과 이성을 그려내는 데 적합한 것으로 계승되어 왔음도 두말.."
392,393,구비문학 연구의 길찾기,한국구비문학회,"구비문학이란 구비전승되는 문학이다. 따라서 생활 환경이 바뀌면 구비 전승의 상황에 큰 영향을 받게 된다. 현대 사회는 이런 구비 문학을 듣기가 어려워지고 있으며, 따라서 그 연구에도 영향을 주고 있다. 이 책은 구비 문학의 연구의 문제는 연구자 스스로가 감당해야 할 몫이며 구비문학 자료의 상황에 책임을 전가해서는 안된다고 주장하고 있다. 구비문학의 개념을 그 본질에 맞게 유동적, 개방적으로 이해하여 살아있는 문학으로 취급하며 그에 적합한 연구방법을 개발해야함을 말한다. 이 책은 이런 새로운 연구방법을 위한 길을 찾아보고 있다."
393,394,김소행의 글쓰기 방식과 삼한습유,서신혜,"'삼한습유'에 관한 연구서. '삼한습유'는 선산 지방 향랑의 이야기뿐만 아니라 사서삼경과 각종 역사서와 여러 개인의 만록에 이르기까지 수많은 글들이 고도의 목적 아래 조합된 글이다. '삼한습유'에 담겨있는 문헌들의 상황과 쓰임새를 하나하나 실었으며, 제1부는 향랑 고사 등 각종 이야기를 한 소설로 엮어낸 작가의 글쓰기 방식에 주목하여 '삼한습유'를 문헌수용론적 입장에서 밝혔고 제2부에는 두 편의 논문을 실어 '삼한습유'를 일부분에 한정하여 미시적으로 살폈다."
394,395,옥루몽 1,남영로,"고전문학의 양식을 집대성한 우리 소설의 결정판 『옥루몽』제1권. 1840년 남영로가 지은 장편소설로 풍부한 서사의 결, 섬세하면서도 감각적인 전개 속에 사회 비판의식을 녹여내어 조선 전역에 화제를 불러일으킨 베스트셀러이다.천상 백옥루에서 달을 감상하며 풍류를 즐기던 문창성군과 다섯 선녀가 인간 세상에 다시 태어난다는 것이 기본 줄거리이다. 이 책은 국문학자 김풍기 교수가 50년 만에 출간한 완역본으로 원전의 속도감을 그대로 담아내면서 옛 글의 장중한 미감을 충분히 드러내어 고전소설의 재미를 한층 잘 살려내고 있다. 베트남 북부에서 몽고까지 중국 전역의 방대한 무대에서 펼쳐지는 스펙터클한 전쟁, 천상과 현실을 오가며 인연을 엮어가는 남녀 간의 애절한 사랑, 조정을 어지럽히는 간신들의 부패정치에 맞서 싸우는 개.."
