,순위,책이름,저자,줄거리
279,280,이탈리아 기행 1,요한 볼프강 폰 괴테,"자아에 대한 성찰과 예술적인 탐구를 위해 떠난 괴테의 이탈리아 여행기!요한 볼프강 폰 괴테의 여행기『이탈리아 기행』. 괴테는 서른일곱의 나이에 유럽 문명과 예술의 원천을 찾아 1786년 9월부터 1788년 6월까지 이탈리아로 여행을 떠난다. 이 여행은 경직된 공직 생활을 하면서 고갈된 창작력을 새롭게 충전하려는 욕구에서 비롯되었다. 그는 독일을 떠나 이탈리아를 여행하면서 눈과 마음을 열고 새로운 세계를 돌아보았다.괴테는 베니스와 로마, 나폴리와 시칠리아를 여행하면서 수많은 편지를 썼고, 이후 이 편지를 토대로『이탈리아 기행』을 완성하였다. 이 작품은 예술과 역사, 식물과 풍광, 각 지역 사람들의 모습을 관찰하고 기록한 일종의 일기라 할 수 있다. 또한 괴테가 정신적 위기를 극복하고, 이후 위대한 작품을 쓸 .."
280,281,부에노스 아이레스의 열기,호르헤 루이스 보르헤스,"이 시집은 보르헤스의 세계 인식과 형이상학적 주제를 극명하게 드러낸다. 보르헤스는 세계란 불가해한 것, 현실은 꿈과 같은 것이라는 인식을 갖고 있었다. 단편소설들과 마찬가지로 이 시집에서도 그런 세계 인식은 그대로 드러난다.예를 들면 세계의 불확실성을 부각시키는 어휘들, 즉 황혼, 모호, 현란, 어스름, 경계 등이 자주 반복된다. 그리고 도서관, 모래시계, 체스, 거울, 호랑이, 칼, 유년기의 기억 등의 모티프를 빌려 영원, 혼돈, 자아, 시간, 물질, 죽음, 숙명이라는 형이상학적 주제를 설명한다.이처럼 이 시집은 <픽션들>, <알렙> 등을 통해서 세계적인 명성을 얻은 보르헤스가 노년기의 심정과 단상들을 허심탄회하게 표출해 낸 시편들을 모았다는 점에서 보르헤스 문학의 또다른 깊이를 측정.."
281,282,돌아다보면 문득,정희성,"문득 뒤를 돌아보게 하는 정희성의 시집!정희성 시집『돌아다보면 문득』. 시대의 모순과 상처받고 소외된 사람들의 슬픔을 시로 써온 정희성 시인이 7년 만에 펴낸 다섯 번째 시집이다. 38년 동안 시를 써온 시인의 내공의 고스란히 담겨 있는 이번 시집에서는 절제된 언어와 더 깊어진 여백의 미를 바탕으로, 시대와 사람을 끌어안는 사랑을 노래하고 있다.  이 시집에는 과거를 회상하는 시들이 담겨 있다. 시인은 과거를 추억하는 데 그치지 않고, 과거가 의미 있는 것은 미래와 연결되어 있기 때문임을 이야기한다. 또한 사랑의 언어를 통해 폭풍처럼 지나간 세월을 되돌아본다. 고통과 좌절로 얼룩져 있는 지난날이 부끄러운 것이 아님을 강조하면서, 자유와 해방의 날은 아직 오지 않았다는 것을 보여준다. 이번 시집에서는 잔잔한 .."
282,283,나는 마흔에 생의 걸음마를 배웠다,신달자,"“영원히 싸우고 사랑해야 할 것은 오직 인생뿐”시인 신달자의 화려한 삶 뒤에 감추어진 처절한 고통의 나날들뇌졸중으로 쓰러진 남편을 24년간 수발하며 깨달은 인생의 빛과 그림자그 절망의 늪에서 건져 올린 희망의 메시지“어쩌면 나는 불행하지 않았을 것이다. 이 세상에 절체절명으로 불행한 일은 없다. 사람들은 아직 벗어날 방도가 있는데도 너무 일찍 절망하는지 모른다. 인간은 희망에 속는 일보다 절망에 속은 일이 더 많다. 내가 그랬다. 너무 빨리 불행하다고 외쳐 버렸는지 모른다. 그러고는 지쳐 쓰러지고 희망이 없다고 단정했는지 모른다.나는 지금 행복하다. 어느 현자는 말했다. 모든 것이 고요하고 마음이 편안할 때 그것이 지고의 경지라고. 그래, 나는 지금 물처럼 편안하고 고요하다.” —본문 중에서지상에.."
283,284,나와 나타샤와 흰 당나귀,백석,"시인의 모국어에 대한 끝없는 애정을 보여주는 백석 시집. 백석은 분단이라는 많은 제약과 굴레로 인해 그의 가치가 제대로 평가받지 못했으며, 대중적으로 알려지지도 못했다. 이번 시집은 대중적으로 널리 읽혀지게 하기 위해 현대 맞춤법을 따랐으며, 독자들에게 낯설 수 있는 방언이나 낯선 어휘들에 대해 각주에서 간략하게 그 의미를 밝혔다. 또 백석의 생전 모습을 담은 사진과 백석 연구가 및 편집자의 글을 통해 시인과 그의 작품이 갖는 가치에 대해 일별할 수 있다."
284,285,황무지,T.S.엘리엇,"대표적 모더니즘 시인으로 평가되는 노벨문학상 수상자의 대표시 모음. 정신적인 메마름, 인간의 일상적 행위에 가치를 주는 믿음의 부재 등에 대한 <황무지>를 비롯해도시의 살고 있는 인간들의 풍경을 담은 <전주곡들> 등 을 실었다. 영한대역본."
285,286,나의 레종 데트르,김갑수,"내가 책을 읽었다기보다는 책이 나에게 말을 걸었다!쿨한 문화평론가 김갑수의 독서 오디세이, 『나의 레종 데트르』. 1인 음악실 '줄라이홀'의 주인인 덕분에 저자의 활동은 음악 쪽으로만 인식되어 왔다. 하지만 저자의 생존을 받들어온 영역은 책 쪽이었다. 여러 신문의 서평담당으로 활동했을 뿐 아니라, SBS TV의 '김갑수의 책하고 놀자' 등을 진행해온 사실만 봐도 알 수 있다.이 책은 무목적성 책읽기를 해온 저자의 레종 데트르(RAISON D'ETRE)를 담았다. 저자의 미덕은 책읽기를 하는 중에 거침없고 솔직하게 자신의 삶에 대해서 털어놓는 데 있다. 아직도 성에 대한 이중성에서 자유롭지 못한 우리 사회를 살아가면서도 카사노바를 삶의 멘토로 삼겠다는 등의 생각을 솔직하고 발랄하게 고백하는 것이다. 저자는 자.."
286,287,너무 낡은 시대에 너무 젊게 이 세상에 오다,박명욱,"세계적인 아티스트들.그들은 모두 불멸의 인생을 남기고 갔다. 파졸리니에게서는 집단적 악과 난투하는 개인의 도덕과 아름다움을, 가우디에게서는 광대한 시와 상상력의 대지를 폴라스에게서는 피를 걸고 하는 세계에 대한 도발과 공격을 사티에게서는 귀순과 타협을 모르는 미학과 실존의 불행을 견인하는 좌세를 스티 글리츠에게서는 자신의 삶과 당대의 문화를 기획하는 힘. 그들이 남기고 간 그들의 인생을 읽어내고 전한다. 17명의 아티스트들의 인생을 읽어낸 글과 그들의 실제 사진이 수록되었다."
287,288,10cm 예술 1,김점선,아무도 길들일수 없는 여자 김점선의 서화집. 자신의 삶에 대한 단상에서 예술론에 이르기까지 자유롭고 거침없는 이야기를 통해 그녀의 삶과 예술의 핵심을 직설적으로 풀어냈다. 사방 10㎝의 그림 64점과 재미있는 글은 어린 시절부터 현재까지 그녀의 삶을 파노라마처럼 보여준다.
288,289,프리덤 라이터스 다이어리,에린 그루웰,"내일에 대한 꿈을 잃어버린 아이들에게 일어난 기적 같은 변화를 담은 성장 실화. 삭막한 사회에서 소외된 청소년들의 고민과 희망을 담은 책은 뉴욕타임스 논픽션 베스트 1위를 기록했고, 힐러리 스웽크 주연의 영화로 만들어졌다.책은 스스로의 힘으로 희망을 찾고 미래를 변화시킨 아이들이 직접 써내려간 142 편의 일기로 이루어져 있다. 그들에게 독서와 일기는 그저 읽고 쓰는 것을 넘어 자기 치유의 수단으로 기능했다. 또한 <안네 프랑크> <즐라타의 일기> 등의 문학 작품을 통해 자신의 위치를 돌아보고 세상과 새로운 소통을 시도하게 된다. 그리하여 책과 글쓰기, 배움과 삶이 하나가 된 이야기는 미국을 흥분시켰다.캘리포니아 롱비치 윌슨고등학교 203호는 도저히 가르칠 수 없는 불량학생들의 집합소다.."
289,290,부생육기,심복,"18세기 말에서 19세기 초에 걸쳐 청나라 소주에 살았던 심복의 자서전. 죽은 아내 운이에게 보내는 사랑의 노래이자, 일상의 아름다움을 노래하는 책이다. 휘황한 업적을 담고 있는 자서전과는 달리, 얼핏 평범해 보이는 한 남자의 사소하지만 아름답고 운치 있는 일상을 그리고 있다. 사랑하는 아내 운이와의 추억, 일상생활의 하찮은 것에서 느끼는 취미, 깊은 사랑과 자유로운 생각이나 행동으로 인해 겪어야 했던 금전적인 곤란과 대가족제도와의 갈등, 중국 내 명산대천의 편력, 바다 밖 나라의 풍정, 건강문제와 인생의 해탈, 등에 대해 이야기하고 있다. 이 책으로 인해 심복의 사랑하는 아내이자, 지기인 운이는 중국 문학에 있어서 가장 사랑스러운 여인이 되었다. 참다운 부부와 가정의 모습을 보여주는 한 편, 각박한 생활에.."
290,291,이것은 자전거 이야기가 아닙니다,"랜스 암스트롱, 샐리 젠킨스","<이것은 자전거 이야기가 아닙니다>(학원사, 2000년)의 리메이크 버전, 『이것은 자전거 이야기가 아닙니다』. 고환암을 극복하고 지옥의 레이스라고 불리는 '투르 드 프랑스'에서 7연승이라는 전무후무한 대기록을 세운 랜스 암스트롱의 인생과 만날 수 있다. 이 책은 암이 주는 죽음의 고통을 극복해내고 투르 드 프랑스에서 7연승을 이루어낸 저자의 자서전이다. 삶과 죽음의 경계를 넘나들면서도 절망하지 않고 끝까지 암과 싸운 저자의 투병기는, 오늘을 살아가는 우리에게 희망을 비춰주고 있다. 어린 시절의 불행한 가정환경을 딛고 사이클 선수로서 대성공을 거둘 수 있도록 보살펴준 어머니, 25세라는 젊은 나이에 생존할 가능성이 3%뿐인 고환암 말기 진단을 받았을 때의 비참한 심정, 고환과 뇌의 일부를 잘라내는.."
291,292,"연경, 담배의 모든 것",이옥,"18세기 조선의 흡연 문화를 살펴보다18세기 조선의 지적 신선함을 보여주는 문헌을 소개하는『18세기 지식』시리즈. 참신한 시각을 갖춘 18세기의 문헌을 살펴보며, 18세기를 더 넓은 시각으로 이해할 수 있도록 도와준다. 주로 현대인의 지적 관심을 불러일으키는 특별한 주제를 다룬 단행본을 번역하였다. 시기적으로는 18세기에 속하는 자료가 많고, 일부는 19세기 전반기에 나오기도 했다. <연경, 담배의 모든 것>은 18세기 조선 사대부 이옥이 쓴「연경」을 소개하는 책이다. 담배와 흡연을 다룬 저작인「연경」은 총 4권으로 구성되어 있는데, 1권부터 3권까지는 담배의 재배와 성질, 도구 등 조선 후기의 담배 생산과 향유의 구체적인 실상을 설명하였다. 4권은「연경」에서 가장 흥미로운 부분으로. 조선 후기 .."
292,293,이탈리아에서 보내온 편지 1,시오노 나나미,"<로마인 이야기>의 작가 시오노 나나미가 작가 초년생 때 쓴 에세이. 작가가 30, 40대에 쓴 <이탈리아에서 보내온 편지>는 최근작품들과 많게는 30년 이상의 시간차가 있음에도 불구하고 그만의 강인하고 냉철하면서도 품위와 사색이 흐르는 시선이 오늘의 그것처럼 생생하다. 　<이탈리아에서 보내온 편지 1>에는 로마를 고급창부에 빗댄 표현이 압권을 이루는 「영원한 도시 로마」, 신호등과 운전술로 한 나라의 기질을 꿰뚫는 예리한 시선과 규칙에만 충실할 경우의 문제점을 지적한 균형감 있는 비판의식이 돋보이는 「이탈리아식 운전술」, 마음 속에 새기는 여행을 하고 싶게 만드는 「카이로에서 온 남자」등 24편의 글이 수록되어 있다. 편편이 예리하지만 딱딱하지 않고 부드러우면서도 진한 감동.."
293,294,침묵의 세계,막스 피카르트,"의사이며 작가이기도 했던 독일인, 막스 피카르트의 이 책은 사물과 침묵, 사랑과 침묵, 시간과 침묵, 자연과 침묵, 병, 죽음 그리고 침묵 등 여러 주제로 나누어 침묵을 예찬한다. 이 책의 서평을 쓴 철학자 가브리엘 마르셀의 글도 읽을수록 잊혀지지 않는 여운이 있다."
294,295,못난 놈들은 서로 얼굴만 봐도 흥겹다,신경림,소박하고 털털한 신경림을 만나다!신경림이 간직한 칠십 여년의 기억과 문학의 기록들 『못난 놈들은 서로 얼굴만 봐도 흥겹다』. 일제강점기를 견뎌낸 어린 시절을 시작으로 자신과 얽힌 문학인들과의 추억까지 신경림만의 입담으로 털어놓은 그의 이야기. 우리 민족의 정서가 짙게 깔려 있는 시 「농무」를 비롯하여 농촌 현실을 바탕으로 민중들과 공감대를 꾸준히 이어온 민중시인 신경림을 만나보자. 교육 전문지 「우리교육」에 연재했던 글과 「세계일보」에 썼던 이야기들을 비롯해 다양한 애환의 삶을 엮었다.작지만 똘똘하고 자존심이 강했던 아이 신경림. 그에게도 못된 버릇이 하나 생긴다. 술에 취해서 주무시는 아버지의 호주머니를 뒤져서 용돈으로 쓰는 일이었다. 그 돈들은 책이나 학용품을 사기도 하고 군것질을 하는데 들어갔다. 어머..
295,296,나는 내 것이 아름답다,최순우,"""무량수전 배흘림기둥에 기대서서""로 잘 알려진 전 국립중앙박물관장 혜곡 최순우가 남긴 글을 모았다. ""무량수전..""이 활짝 핀 우리 것의 아름다움을 엿보게 해주었다면 이 책은 우리 것을 아름답게 꽃피운 마음씨를 알게 해준다. 아름다움을 아는 눈과 느끼는 마음은 어디서 어떻게 생기는지, 우리 곁을 둘러싼 무수한 아름다움들, 저자 생전의 연분들, 저자가 안내하는 옛 그림과 도자기의 아름다움, 옛 그림 속 우리나라 사람들의 아름다움 등."
