,순위,책이름,저자,줄거리
821,823,부자되는 땅 행복한 집 찾기,김영석,"좋은 땅 좋은 건물을 찾을 때 도움을 주는 지침서. 풍수지리의 기존 논리를 바탕으로 하여 환경 논리에 초점을 맞춰 양택풍수의 길흉관계를 현실성 있게 활용할 수 있도록 자연과학에 맞게 재결합시켰다. 첫째 마당에서는 풍수이론의 깊이 있는 논증을 통해 풍수의 과학성 또는 통계적 입증을 다루었고, 둘째 마당에서는 풍수의 실용성을 추구하였다."
822,824,즐거움의 가치사전,박민영,"인간에게 즐거움을 주는 모든 것인간이 오랜 역사를 통해 즐거움을 추구해 온 만큼, 쾌락의 문제를 이해하는 것은 인간과 사회를 이해하는 데 핵심적인 문제가 되었다. <즐거움의 가치사전>은 '인간이 욕망하는 모든 것'을 담아낸 독창적인 사전이다. 현대인들에게 즐거움을 제공한다고 생각되는 욕망들을 총 41가지 항목으로 나누어 다루고 있다."
823,825,독서치료 사례 연구,김수경,"이 책은 독서치료 교육자로서, 도서관 현장 사서로 활발히 활동 중인 지은이들이 그동안 스스로 치유서를 읽고 자가치유를 실천하고 독서치료 모임을 운영하면서 경험한 ‘체험’을 기반으로 한 사례를 연구 형식으로 정리한 것이다."
824,826,유아를 위한 과학교육,문미옥,변화하는 시대에 맞는 유아과학 내용은 무엇이며 교육 내용을 어떠한 방법으로 접근할 때 효율적인가를 설명한 전공서. 유아의 일상생활에서 볼 수 있는 여러 현상에 대하여 능동적인 과학 감각을 길러주고 창의적인 방법으로 생각하여 탐색할 것을 주장했다.★ 수상내역 ★ - 2000년 문화체육관광부 우수학술도서 선정
825,827,한국어 특질론,김동소,"우리말을 객관적으로 바라보는 책. 저자가 지난 수십 년간 우리말에 관해 알아낸 것을 체계적으로 정리하였다. 다양한 언어들과의 비교를 통해 한국어만이 가지고 있는 특질을 찾아내고 있다. 한국어의 문자, 음운, 문법, 어휘의 특질을 살펴본다."
826,841,한국 고전시가의 근대적 변전과정 연구,박애경,"19세기 이후 시가의 흐름을 계통별로 정리한 연구서. 시가가 형성되고 축적되었던 전통과 관습이 어떤 양상으로 지속되고, 변모되었는지 살핀다. 새로운 문화적 주체가 생성되고 글쓰기 방식의 변화하는 과정과 식민지 시기의 시가의 방식 등을 소개한다. 양장본."
827,842,한시로 읽는 우리 문학사,김갑기,"[머리말]먼저 한국한시문학의 개념을 정의하고, 한시의 갈래와, 고체시와 근체시의 이해, 한시의 짜임 원리 등 바른 한시 이해를 위한 도입과정을 진술했다. 이어 이식기의 노래문학에서는 우리 시가문학의 원형인 상대노래문학의 한역 시가와, 발해의 교린문학 약간을 소개했다. 이후 각 시대별 사조의 흐름과 대표적 작가를 그룹별, 혹은 문예적 동질성에 따라 총체적으로 우리 문학사 흐름을 통시적으로 가늠코자 했다."
828,843,각국의 평생교육정책,"변종임, 이희수, 최돈민, 구교정, 김동은, 김옥남, 박형충, 최종철, 최정하","각국의 평생교육정책을 소개하는 책. 국제기구의 평생교육정책을 살펴보면서 평생교육의 개념과 정의를 살펴보고 OECD, EU 학습도시 정책동향을 비롯한 국제기구 평생교육정책 흐름을 거시적으로 고찰하였다. 그리고 미국, 영국, 호주, 뉴질랜드, 일본, 중국의 평생교육정책을 차례로 살펴본 후에 한국의 평생교육정책과 비교하여 살펴볼 수 있도록 구성하였다."
829,844,군중과 권력,엘리아스 카네티,"노벨문학상 수상자 엘리아스 카네트의 군중과 권력, 인간의 본질에 관한 35년간의 성찰을 담은 저서. '군중이란 무엇인가', '권력은 어떻게 형성되는가' 등의 주제에 대하여 신화와 전설을 중심으로 한 원시문화, 세계종교의 원전, 동서고금의 수많은 권력자에 대한 전기와 기록, 환자의 병례에 이르는 방대한 자료를 통해 문학, 종교, 인류학,심리학과 생물학의 영역을 넘나들며 군중의 역학과 권력의 정신분석학을 규명하고 있다."
830,845,영문법의 이해와 문체,조두상,"일반인은 물론이고 영문법 연구자들이 보다 쉽게 영문법에 접근하고 이해할 수 있도록 연구 논문들을 편집한 책. 저자가 1979년부터 학회지나 교내 연구지에 발표한 영어 관련 논문들 중에서 16편을 선별하여 엮은 것이다. 총 세 파트로 구성된 책으로, 첫번째 파트에는 영문법을 통시적 관점에서 본 논문들이, 두번째 파트에는 영문법을 공시적 관점에서 본 논문들이 실려있으며, 세번째 파트에는 언어, 문자 및 문체에 관련된 관점에서 본 연구 논문들이 모여져 있다."
831,846,한국 신화의 생성과 소통 원리,오세정,"한국 신화의 생성과 소통 원리를 살펴보는 책. 신화 서사가 어떤 요소로 구성되며 어떻게 결합ㆍ전개되는지 밝히고, 이를 바탕으로 신화가 전승집단의 문화체계 속에서 어떻게 소통ㆍ전승되는지 알아본다. 한국의 두 신화체계인 건국신화와 무속신화를 비교 대조하면서 공통기반과 변별점을 밝히고 있다."
832,847,근대 일본의 비평,가라타니 고진,"일본 메이지와 다이쇼 시대의 비평사. 근대국가 성립으로부터 제국주의로 이행하는 메이지·다이쇼 시대의 사상, 비평의 문제, 언문일치와 번역의 문제, 기독교, 자연주의, 시라카바파, 독자 사회의 형성과 사소설 그리고 전향 문제 등에 이르기까지 문학비평을 넘어 문학·사상·사회과학 등 전반적인 내용을 상세하게 분석했다. 그리고 가라타니 코오진의 논문 <근대 일본의 비평, 쇼와 전기>를 중심으로 근대 일본의 지성을 `비평`의 관점에서 검토했다."
833,848,성적 지배와 그 양식들,이종영,"남성이 여성에 대해 행사하는 성적 지배에 대해 고찰한 책. 저자는 이 책에서 ""왜 남자는 여자를 지배하는가?""라는 질문으로 출발하여, 성적 지배의 여러 현상형태들을 기술하기보다는 성적 지배를 설명하면서 성적 지배를 생산하는 숨겨진 메커니즘을 그 일반성과 역사적 특수성 속에서 동시적으로 밝히고 있다."
834,849,중국신화 이야기 1,김선자,"이 책은 세상의 시작, 인간의 탄생, 신들의 전쟁과 비극적 영웅들 등 주제별로 나누어 중국신화를 수록하였으며, 신화에 담긴 문화사적 중요성과 의미를 다양한 관점에서 객관화 시키고 있다."
835,850,한방음악치료학,이승현,"이 책은 한방음악치료에 대한 개론서이다. 음악의 기원과 영향력을 소개한 다음, 치료수단으로서의 음악에 대해 이야기한다. 음악치료와 한방음악치료의 학문적 뿌리와 이론이 다름을 인식시킨다. 그리고 한방음악치료에 사용되는 오행음악과 한방음악치료의 기전 및 방법에 대해 임상시험 결과를 토대로 설명한다. [양장본]"
836,851,"율곡, 사람의 길을 말하다",한정주,"율곡은 이 시대에 필요한 단 한명의 스승이다!율곡이 말하는 사람다움의 의미!『율곡, 사람의 길을 말하다』. 돈이 최고인 사회. 자신의 적성이 아닌 돈을 많이 벌기 위해 좋은 대학에 가려하고, 대학에 들어가자마자 취업을 준비하는 학생들. 이 시대는 과연 제대로 가고 있는 것인가? 부조리에 무뎌진 사람들과 도덕적 해이가 불러온 사건들로 우리 사회는 몸살을 앓고 있다. 이 시대 올바른 길을 제시해줄 스승이 절실히 필요하다!저자는 도덕성이 추락한 지금 이 시디에 유학의 도덕사상과 실천철학으로 평생을 일관한 율곡 이이를 찾아가 그가 말하는 사람다움의 의미를 찾아본다. 7가지 큰 가르침을 7개의 장으로 나눠 소개한다. 끊어야 할 낡은 습관들, 말이 간략해야 하는 까닭, 마음을 안정시키기려는 방법, 리더가 익혀야 할 마.."
837,852,문체로 읽는 소설,황도경,"다른 예술장르와 마찬가지로 문학 역시 형식과 내용의 두 부분으로 나뉜다. 그러나 형식과 내용을 '껍데기와 알맹이' 식으로 생각해서는 안된다. 두 부분 중에 어느 하나라도 허술하다면, 정말 훌륭한 한편의 문학작품이 될 수 없기 때문이다. 그럼에도 불구하고 한국의 비평문학은 작품의 내용적 측면을 다루는 주제평론 쪽에 치우쳐온 것이 사실이다. 그러한 상황들을 살펴볼 때, 소장평론가 황도경의 이번 책은 문체론을 본격적으로 다룬 평론집이란 사실만으로도 충분히 주목할 만하다.지은이는 김동인, 이상에서부터 신경숙, 윤대녕, 은희경에 이르기까지, 다양한 소설가들의 작품을 대상으로 그들의 문체를 분석한다. 문학작품은 언어로 만들어진 그물을 통과해서만 만날 수 있고, 따라서 그 과정에서 필연적으로 문장의 모양새, 어휘 선택 .."
838,853,백낙청 회화록 세트,백낙청 회화록 간행위원회,"한국 사상계의 거장 백낙청(白樂晴) 서울대 명예교수가 1968년 1월부터 2007년 6월까지 참여한 좌담, 대담, 토론, 인터뷰 등을 총 5권으로 엮은 회화록(會話錄)이 창비에서 출간되었다. 이 책은 민족문학론·분단체제론 등을 통해 우리 시대 현안에 대응하는 굵직굵직한 실천적 이론을 정립해온 백낙청 개인의 사상적 편람이자 133명에 달하는 국내외 지식인(국내 121인, 해외 12인) 각권 앞에 실린 '간행의 말'에는 국내 125인, 해외 8인으로 돼 있으나 이는 해외동포를 내국인으로 포함시킨 것으로, 조선족 및 재일조선인을 해외 인사로 보면 국내 121인, 해외 13인이 맞다. 과 함께 어울려 만들어낸 웅장한 집단지성의 기록이다. 40년에 걸쳐 이어진 이 거대한 사상적 흐름을 따라가다 보면 한국 현대사와 문.."
839,854,판 타데우시,아담 미츠키에비츠,"폴란드의 민족시인 미츠키에비츠의 대표작 〈판 타데우시〉를 번역한 책. 1834년에 발표된 〈판 타데우시〉는 아름답고 자연스럽 리듬으로 이루어진 운문 형식 속에 극적인 사건들과 에피소드를 적절하게 배치하여, 잃어버린 조국에 대한 그리움과 사랑을 감동적으로 묘사한 작품이다. 이 책에서는 원문의 생생한 시어의 묘미를 최대한 살리고, 보다 적합한 표현과 용어를 사용하여 〈판 타데우시〉의 매력을 있는 그대로 전해주고자 했다."
840,855,지성인을 위한 교양 브런치,강준만,"나를 넘어 우리를 위한 명언공공의 처세를 위한『지성인을 위한 교양 브런치』. 이 책은 전북대 학생들이 창간한 인터넷 신문<선샤인뉴스>에 연재했던 '선샤인 명언'을 묶어낸 것으로 탁월한 대중문화의 비평가로 알려진 강준만 교수가 들려주는 새로운 처세의 방법인 공공의 처세술을 익히기 위한 발상의 전환을 위한 내용을 소개한다. 개인을 위한 삶과 남을 위한 삶, 경쟁적인 관계와 협력적인 관계 이런것들은 사회에 공존한다. 이 책에서는 이런 것들의 조화를 모색한다. 미시적인 개인의 발전과 행복을 배려하는 담론을 거시적인 사회적 담론과 연결시키고 나의 행복을 지향함이 남에게 불행을 주는 처세가 아니라 처세의 블루오션을 지향하고 있는 것이다. 《지성인을 위한 교양 브런치》에서 저자는 우리가 처세술에서 이기주의의 .."
841,856,국어교육을 위한 국어문법론,이관규,"올바른 국어교육을 위한 국어문법론을 연구한 책. 바른 단어와 문장에 대한 해결 방안을 국어 교육적 차원에서 논리적 및 실용적으로 제시하고자 했다. 특히 학교 문법에서 단어와 문장을 어떻게 바라보고 있는지 살피면서, 그 특징과 문제점을 지적하고 서술하였다."
